Updates_To_Network,Average_Score
815064,376.0
815064,225.0
815064,155.33333333333334
815064,128.25
815064,129.2
815064,133.83333333333334
815064,148.85714285714286
815064,139.0
815064,134.44444444444446
815064,122.4
815064,125.0909090909091
815064,116.25
815064,107.92307692307692
815064,117.42857142857143
815064,112.53333333333333
815064,108.75
815064,110.11764705882354
815064,106.72222222222223
815064,104.63157894736842
815064,103.2
815064,111.28571428571429
815064,125.5
815064,122.78260869565217
815064,121.29166666666667
815064,116.48
815064,113.1923076923077
815064,117.81481481481481
815064,121.03571428571429
815064,121.96551724137932
815064,122.73333333333333
815064,119.29032258064517
815064,118.78125
815064,119.6969696969697
815064,117.88235294117646
815064,133.05714285714285
815064,134.08333333333334
815064,137.45945945945945
815064,138.44736842105263
815064,134.92307692307693
815064,131.875
815064,133.7560975609756
815064,133.73809523809524
815064,130.74418604651163
815064,128.4318181818182
815064,127.95555555555555
815064,127.54347826086956
815064,125.06382978723404
815064,123.125
815064,120.83673469387755
815064,119.78

MAX: 650
