Updates_To_Network,Average_Score
34,0.0
81,0.0
133,0.0
195,0.0
244,0.0
298,0.0
358,0.0
404,0.0
440,0.0
494,0.0
556,0.0
617,0.0
655,0.0
717,0.0
772,0.0
834,0.0
896,0.0
958,0.0
1036,0.05263157894736842
1098,0.05
1153,0.047619047619047616
1215,0.045454545454545456
1268,0.043478260869565216
1316,0.041666666666666664
1365,0.04
1424,0.038461538461538464
1481,0.037037037037037035
1541,0.03571428571428571
1603,0.034482758620689655
1662,0.03333333333333333
1724,0.03225806451612903
1779,0.03125
1818,0.030303030303030304
1880,0.029411764705882353
1925,0.02857142857142857
1987,0.027777777777777776
2042,0.02702702702702703
2096,0.02631578947368421
2158,0.02564102564102564
2220,0.025
2276,0.024390243902439025
2338,0.023809523809523808
2398,0.023255813953488372
2452,0.022727272727272728
2503,0.022222222222222223
2552,0.021739130434782608
2628,0.0425531914893617
2672,0.041666666666666664
2726,0.04081632653061224
2785,0.04
2833,0.0392156862745098
2895,0.038461538461538464
2947,0.03773584905660377
3009,0.037037037037037035
3050,0.03636363636363636
3086,0.03571428571428571
3127,0.03508771929824561
3183,0.034482758620689655
3241,0.03389830508474576
3287,0.03333333333333333
3334,0.03278688524590164
3378,0.03225806451612903
3425,0.031746031746031744
3468,0.03125
3520,0.03076923076923077
3557,0.030303030303030304
3594,0.029850746268656716
3645,0.029411764705882353
3685,0.028985507246376812
3733,0.02857142857142857
3787,0.028169014084507043
3849,0.027777777777777776
3898,0.0273972602739726
3936,0.02702702702702703
3987,0.02666666666666667
4085,0.039473684210526314
4128,0.03896103896103896
4178,0.038461538461538464
4240,0.0379746835443038
4293,0.0375
4355,0.037037037037037035
4417,0.036585365853658534
4479,0.03614457831325301
4524,0.03571428571428571
4571,0.03529411764705882
4633,0.03488372093023256
4695,0.034482758620689655
4757,0.03409090909090909
4819,0.033707865168539325
4862,0.03333333333333333
4924,0.03296703296703297
4973,0.03260869565217391
5028,0.03225806451612903
5075,0.031914893617021274
5137,0.031578947368421054
5193,0.03125
5239,0.030927835051546393
5275,0.030612244897959183
5337,0.030303030303030304
5384,0.03
5434,0.0297029702970297
5474,0.029411764705882353
5536,0.02912621359223301
5585,0.028846153846153848
5638,0.02857142857142857
5682,0.02830188679245283
5732,0.028037383177570093
5794,0.027777777777777776
5855,0.027522935779816515
5917,0.02727272727272727
5972,0.02702702702702703
6034,0.026785714285714284
6096,0.02654867256637168
6132,0.02631578947368421
6187,0.02608695652173913
6228,0.02586206896551724
6287,0.02564102564102564
6349,0.025423728813559324
6402,0.025210084033613446
6459,0.025
6502,0.024793388429752067
6564,0.02459016393442623
6626,0.024390243902439025
6688,0.024193548387096774
6750,0.024
6812,0.023809523809523808
6874,0.023622047244094488
6936,0.0234375
6998,0.023255813953488372
7060,0.023076923076923078
7115,0.022900763358778626
7177,0.022727272727272728
7239,0.022556390977443608
7301,0.022388059701492536
7363,0.022222222222222223
7425,0.022058823529411766
